0.969184 0.907743 0.846871 0.786943 0.728328 0.671388 0.616475 0.563926 0.514065 0.4672 0.42362 0.383594 0.347368 0.315166 0.287186 0.263601 0.244556 0.230169 0.220527 0.215692 0.215692 0.220527 0.230169 0.244556 0.263601 0.287186 0.315166 0.347368 0.383594 0.42362 0.4672 0.514065 0.563926 0.616475 0.671388 0.728328 0.786943 0.846871 0.907743 0.969184 
0.967373 0.902321 0.837872 0.774422 0.712362 0.652076 0.593935 0.538298 0.485507 0.435888 0.389747 0.347368 0.309014 0.274919 0.245295 0.220323 0.200159 0.184926 0.174718 0.169598 0.169598 0.174718 0.184926 0.200159 0.220323 0.245295 0.274919 0.309014 0.347368 0.389747 0.435888 0.485507 0.538298 0.593935 0.652076 0.712362 0.774422 0.837872 0.902321 0.967373 
0.965764 0.897502 0.829872 0.763291 0.698169 0.634909 0.573899 0.515516 0.460121 0.408053 0.359636 0.315166 0.274919 0.239142 0.208056 0.181852 0.160693 0.144709 0.133997 0.128625 0.128625 0.133997 0.144709 0.160693 0.181852 0.208056 0.239142 0.274919 0.315166 0.359636 0.408053 0.460121 0.515516 0.573899 0.634909 0.698169 0.763291 0.829872 0.897502 0.965764 
0.964365 0.893314 0.822921 0.75362 0.685838 0.619992 0.55649 0.495722 0.438063 0.383869 0.333473 0.287186 0.245295 0.208056 0.1757 0.148426 0.126402 0.109764 0.0986152 0.0930233 0.0930233 0.0986152 0.109764 0.126402 0.148426 0.1757 0.208056 0.245295 0.287186 0.333473 0.383869 0.438063 0.495722 0.55649 0.619992 0.685838 0.75362 0.822921 0.893314 0.964365 
0.963186 0.889784 0.817062 0.745468 0.675443 0.607419 0.541815 0.479037 0.41947 0.363482 0.311419 0.263601 0.220323 0.181852 0.148426 0.120249 0.0974969 0.0803087 0.0687906 0.0630138 0.0630138 0.0687906 0.0803087 0.0974969 0.120249 0.148426 0.181852 0.220323 0.263601 0.311419 0.363482 0.41947 0.479037 0.541815 0.607419 0.675443 0.745468 0.817062 0.889784 0.963186 
0.962234 0.886934 0.812331 0.738885 0.667049 0.597266 0.529966 0.465563 0.404456 0.34702 0.293611 0.244556 0.200159 0.160693 0.126402 0.0974969 0.074156 0.0565232 0.0447073 0.038781 0.038781 0.0447073 0.0565232 0.074156 0.0974969 0.126402 0.160693 0.200159 0.244556 0.293611 0.34702 0.404456 0.465563 0.529966 0.597266 0.667049 0.738885 0.812331 0.886934 0.962234 
0.961514 0.88478 0.808757 0.733912 0.660708 0.589596 0.521014 0.455385 0.393114 0.334584 0.280157 0.230169 0.184926 0.144709 0.109764 0.0803087 0.0565232 0.0385546 0.0265136 0.0204745 0.0204745 0.0265136 0.0385546 0.0565232 0.0803087 0.109764 0.144709 0.184926 0.230169 0.280157 0.334584 0.393114 0.455385 0.521014 0.589596 0.660708 0.733912 0.808757 0.88478 0.961514 
0.961032 0.883337 0.806362 0.73058 0.656459 0.584456 0.515015 0.448564 0.385513 0.326251 0.271142 0.220527 0.174718 0.133997 0.0986152 0.0687906 0.0447073 0.0265136 0.0143219 0.00820714 0.00820714 0.0143219 0.0265136 0.0447073 0.0687906 0.0986152 0.133997 0.174718 0.220527 0.271142 0.326251 0.385513 0.448564 0.515015 0.584456 0.656459 0.73058 0.806362 0.883337 0.961032 
0.960791 0.882614 0.80516 0.728908 0.654328 0.581878 0.512006 0.445143 0.381701 0.322071 0.266621 0.215692 0.169598 0.128625 0.0930233 0.0630138 0.038781 0.0204745 0.00820714 0.00205448 0.00205448 0.00820714 0.0204745 0.038781 0.0630138 0.0930233 0.128625 0.169598 0.215692 0.266621 0.322071 0.381701 0.445143 0.512006 0.581878 0.654328 0.728908 0.80516 0.882614 0.960791 
0.960791 0.882614 0.80516 0.728908 0.654328 0.581878 0.512006 0.445143 0.381701 0.322071 0.266621 0.215692 0.169598 0.128625 0.0930233 0.0630138 0.038781 0.0204745 0.00820714 0.00205448 0.00205448 0.00820714 0.0204745 0.038781 0.0630138 0.0930233 0.128625 0.169598 0.215692 0.266621 0.322071 0.381701 0.445143 0.512006 0.581878 0.654328 0.728908 0.80516 0.882614 0.960791 
0.961032 0.883337 0.806362 0.73058 0.656459 0.584456 0.515015 0.448564 0.385513 0.326251 0.271142 0.220527 0.174718 0.133997 0.0986152 0.0687906 0.0447073 0.0265136 0.0143219 0.00820714 0.00820714 0.0143219 0.0265136 0.0447073 0.0687906 0.0986152 0.133997 0.174718 0.220527 0.271142 0.326251 0.385513 0.448564 0.515015 0.584456 0.656459 0.73058 0.806362 0.883337 0.961032 
0.961514 0.88478 0.808757 0.733912 0.660708 0.589596 0.521014 0.455385 0.393114 0.334584 0.280157 0.230169 0.184926 0.144709 0.109764 0.0803087 0.0565232 0.0385546 0.0265136 0.0204745 0.0204745 0.0265136 0.0385546 0.0565232 0.0803087 0.109764 0.144709 0.184926 0.230169 0.280157 0.334584 0.393114 0.455385 0.521014 0.589596 0.660708 0.733912 0.808757 0.88478 0.961514 
0.962234 0.886934 0.812331 0.738885 0.667049 0.597266 0.529966 0.465563 0.404456 0.34702 0.293611 0.244556 0.200159 0.160693 0.126402 0.0974969 0.074156 0.0565232 0.0447073 0.038781 0.038781 0.0447073 0.0565232 0.074156 0.0974969 0.126402 0.160693 0.200159 0.244556 0.293611 0.34702 0.404456 0.465563 0.529966 0.597266 0.667049 0.738885 0.812331 0.886934 0.962234 
0.963186 0.889784 0.817062 0.745468 0.675443 0.607419 0.541815 0.479037 0.41947 0.363482 0.311419 0.263601 0.220323 0.181852 0.148426 0.120249 0.0974969 0.0803087 0.0687906 0.0630138 0.0630138 0.0687906 0.0803087 0.0974969 0.120249 0.148426 0.181852 0.220323 0.263601 0.311419 0.363482 0.41947 0.479037 0.541815 0.607419 0.675443 0.745468 0.817062 0.889784 0.963186 
0.964365 0.893314 0.822921 0.75362 0.685838 0.619992 0.55649 0.495722 0.438063 0.383869 0.333473 0.287186 0.245295 0.208056 0.1757 0.148426 0.126402 0.109764 0.0986152 0.0930233 0.0930233 0.0986152 0.109764 0.126402 0.148426 0.1757 0.208056 0.245295 0.287186 0.333473 0.383869 0.438063 0.495722 0.55649 0.619992 0.685838 0.75362 0.822921 0.893314 0.964365 
0.965764 0.897502 0.829872 0.763291 0.698169 0.634909 0.573899 0.515516 0.460121 0.408053 0.359636 0.315166 0.274919 0.239142 0.208056 0.181852 0.160693 0.144709 0.133997 0.128625 0.128625 0.133997 0.144709 0.160693 0.181852 0.208056 0.239142 0.274919 0.315166 0.359636 0.408053 0.460121 0.515516 0.573899 0.634909 0.698169 0.763291 0.829872 0.897502 0.965764 
0.967373 0.902321 0.837872 0.774422 0.712362 0.652076 0.593935 0.538298 0.485507 0.435888 0.389747 0.347368 0.309014 0.274919 0.245295 0.220323 0.200159 0.184926 0.174718 0.169598 0.169598 0.174718 0.184926 0.200159 0.220323 0.245295 0.274919 0.309014 0.347368 0.389747 0.435888 0.485507 0.538298 0.593935 0.652076 0.712362 0.774422 0.837872 0.902321 0.967373 
0.969184 0.907743 0.846871 0.786943 0.728328 0.671388 0.616475 0.563926 0.514065 0.4672 0.42362 0.383594 0.347368 0.315166 0.287186 0.263601 0.244556 0.230169 0.220527 0.215692 0.215692 0.220527 0.230169 0.244556 0.263601 0.287186 0.315166 0.347368 0.383594 0.42362 0.4672 0.514065 0.563926 0.616475 0.671388 0.728328 0.786943 0.846871 0.907743 0.969184 
0.971185 0.913734 0.856814 0.800778 0.745969 0.692727 0.641379 0.592242 0.545619 0.501798 0.461048 0.42362 0.389747 0.359636 0.333473 0.311419 0.293611 0.280157 0.271142 0.266621 0.266621 0.271142 0.280157 0.293611 0.311419 0.333473 0.359636 0.389747 0.42362 0.461048 0.501798 0.545619 0.592242 0.641379 0.692727 0.745969 0.800778 0.856814 0.913734 0.971185 
0.973364 0.920257 0.867641 0.815841 0.765176 0.71596 0.668494 0.623072 0.579975 0.539466 0.501798 0.4672 0.435888 0.408053 0.383869 0.363482 0.34702 0.334584 0.326251 0.322071 0.322071 0.326251 0.334584 0.34702 0.363482 0.383869 0.408053 0.435888 0.4672 0.501798 0.539466 0.579975 0.623072 0.668494 0.71596 0.765176 0.815841 0.867641 0.920257 0.973364 
0.975707 0.927271 0.879283 0.832039 0.785831 0.740943 0.697653 0.656227 0.61692 0.579975 0.545619 0.514065 0.485507 0.460121 0.438063 0.41947 0.404456 0.393114 0.385513 0.381701 0.381701 0.385513 0.393114 0.404456 0.41947 0.438063 0.460121 0.485507 0.514065 0.545619 0.579975 0.61692 0.656227 0.697653 0.740943 0.785831 0.832039 0.879283 0.927271 0.975707 
0.9782 0.934733 0.891669 0.849273 0.807806 0.767525 0.728676 0.6915 0.656227 0.623072 0.592242 0.563926 0.538298 0.515516 0.495722 0.479037 0.465563 0.455385 0.448564 0.445143 0.445143 0.448564 0.455385 0.465563 0.479037 0.495722 0.515516 0.538298 0.563926 0.592242 0.623072 0.656227 0.6915 0.728676 0.767525 0.807806 0.849273 0.891669 0.934733 0.9782 
0.980827 0.942598 0.904724 0.867437 0.830967 0.795539 0.761372 0.728676 0.697653 0.668494 0.641379 0.616475 0.593935 0.573899 0.55649 0.541815 0.529966 0.521014 0.515015 0.512006 0.512006 0.515015 0.521014 0.529966 0.541815 0.55649 0.573899 0.593935 0.616475 0.641379 0.668494 0.697653 0.728676 0.761372 0.795539 0.830967 0.867437 0.904724 0.942598 0.980827 
0.983572 0.950817 0.918366 0.886417 0.855169 0.824814 0.795539 0.767525 0.740943 0.71596 0.692727 0.671388 0.652076 0.634909 0.619992 0.607419 0.597266 0.589596 0.584456 0.581878 0.581878 0.584456 0.589596 0.597266 0.607419 0.619992 0.634909 0.652076 0.671388 0.692727 0.71596 0.740943 0.767525 0.795539 0.824814 0.855169 0.886417 0.918366 0.950817 0.983572 
0.986418 0.959339 0.932511 0.906098 0.880265 0.855169 0.830967 0.807806 0.785831 0.765176 0.745969 0.728328 0.712362 0.698169 0.685838 0.675443 0.667049 0.660708 0.656459 0.654328 0.654328 0.656459 0.660708 0.667049 0.675443 0.685838 0.698169 0.712362 0.728328 0.745969 0.765176 0.785831 0.807806 0.830967 0.855169 0.880265 0.906098 0.932511 0.959339 0.986418 
0.989349 0.968112 0.947072 0.926358 0.906098 0.886417 0.867437 0.849273 0.832039 0.815841 0.800778 0.786943 0.774422 0.763291 0.75362 0.745468 0.738885 0.733912 0.73058 0.728908 0.728908 0.73058 0.733912 0.738885 0.745468 0.75362 0.763291 0.774422 0.786943 0.800778 0.815841 0.832039 0.849273 0.867437 0.886417 0.906098 0.926358 0.947072 0.968112 0.989349 
0.992345 0.977081 0.961959 0.947072 0.932511 0.918366 0.904724 0.891669 0.879283 0.867641 0.856814 0.846871 0.837872 0.829872 0.822921 0.817062 0.812331 0.808757 0.806362 0.80516 0.80516 0.806362 0.808757 0.812331 0.817062 0.822921 0.829872 0.837872 0.846871 0.856814 0.867641 0.879283 0.891669 0.904724 0.918366 0.932511 0.947072 0.961959 0.977081 0.992345 
0.995388 0.986192 0.977081 0.968112 0.959339 0.950817 0.942598 0.934733 0.927271 0.920257 0.913734 0.907743 0.902321 0.897502 0.893314 0.889784 0.886934 0.88478 0.883337 0.882614 0.882614 0.883337 0.88478 0.886934 0.889784 0.893314 0.897502 0.902321 0.907743 0.913734 0.920257 0.927271 0.934733 0.942598 0.950817 0.959339 0.968112 0.977081 0.986192 0.995388 
0.998459 0.995388 0.992345 0.989349 0.986418 0.983572 0.980827 0.9782 0.975707 0.973364 0.971185 0.969184 0.967373 0.965764 0.964365 0.963186 0.962234 0.961514 0.961032 0.960791 0.960791 0.961032 0.961514 0.962234 0.963186 0.964365 0.965764 0.967373 0.969184 0.971185 0.973364 0.975707 0.9782 0.980827 0.983572 0.986418 0.989349 0.992345 0.995388 0.998459 
